Unnamed: 0,prompt,source,prompt_no
141,"Although the blinds were up, the window itself was shut, so I couldn't catch a word of what they said.",mnli,"Selv om persiennene var oppe, var selve vinduet lukket, så jeg klarte ikke å få med meg et ord av hva de sa."
142,Two brill dragged an ornate wagon on huge iron-rimmed wheels.,mnli,To slethvar dro en utsmykket vogn på enorme hjul med jernkant.
143,Rick loved to work on cars. His brother bought an old junker one day and asked Rick to fix it up. He rebuilt the transmission and got it running great.,roc,Rick elsket å jobbe med biler. Broren hans kjøpte en gammel junker en dag og ba Rick om å fikse den. Han bygde om girkassen og fikk den til å gå bra.
144,He did look like he might have put on a little bit of weight- bulking up around the arms and shoulders.,mnli,Han så ut som om han kunne ha lagt på seg litt - bulk opp rundt armer og skuldre.
145,"My uncle would like to talk to you, said Ca'daan.",mnli,"Onkelen min vil gjerne snakke med deg, sa Ca'daan."
146,My daughter played soccer in a neighborhood league at ten. She was on defense. One day a boy tried to score a goal. She slid and kicked the ball away.,roc,Datteren min spilte fotball i en liga i nabolaget på ti.Hun var på forsvar.En dag prøvde en gutt å score et mål.Hun gled og sparket ballen bort.
147,Tim was at the bank depositing some cash. All of a sudden a bank heist erupted around him. Tim was scared but also intrigued. He followed orders and wasn't hurt.,roc,"Tim var i banken og satte inn penger. Plutselig brøt det ut et bankran rundt ham. Tim var redd, men også fascinert. Han fulgte ordre og ble ikke skadet."
148,"The crisp air blowing into the stable, carrying something beside the scents of the town, gave him a suggestion.",mnli,"Den skarpe luften som blåste inn i stallen, med noe ved siden av byens dufter, ga ham et forslag."
149,"They arranged a plan to throw suspicion on John Cavendish, by buying strychnine at the village chemist's, and signing the register in his hand-writing.",mnli,"De arrangerte en plan for å kaste mistanke på John Cavendish, ved å kjøpe stryknin på landsbyapoteket og signere registeret med håndskriften hans."
150,Lilith had to correct a lot of student tests that night. She prepared her desk with pen and coffee.,roc,Lilith måtte rette på mange elevtester den kvelden. Hun forberedte skrivebordet med penn og kaffe.
151,"Come in, said Cynthia, in a sharp professional tone.",mnli,"Kom inn, sa Cynthia, i en skarp profesjonell tone."
152,"Nina needed to be at a company meeting within the hour. She tried calling a friend to drive her with no luck. Finally, she decided to take the subway instead.",roc,Nina trengte å være på bedriftsmøte innen timen. Hun prøvde å ringe en venn for å kjøre henne uten hell. Til slutt bestemte hun seg for å ta t-banen i stedet.
153,"Gods help me, thought Jon, Thorn looks like one of them.",mnli,"Gud hjelper meg, tenkte Jon, Thorn ser ut som en av dem."
154,"Many years past, Fena Dim sold brill to Fena Kef.",mnli,Mange år tidligere solgte Fena Dim brill til Fena Kef.
155,Jessica wanted something cold and sweet to eat. She looked in her freezer but didn't see ice cream. Jessica saw some fruit on the counter.,roc,"Jessica ville ha noe kaldt og søtt å spise. Hun så i fryseren sin, men så ikke iskrem. Jessica så litt frukt på disken."
156,"Slim noticed all at once that the sun scarcely topped the low hills in the east, that the shadows were long and soft, and that the grass was wet.",mnli,"Slim merket med en gang at solen knapt toppet de lave bakkene i øst, at skyggene var lange og myke, og at gresset var vått."
157,You're sure a trustin' fella. Shannon's fingers hooked to the front of the gun belt riding low on the hip.,mnli,Du er sikkert en tillitsfull fyr. Shannons fingre hektet seg foran på pistolbeltet som rir lavt på hoften.
158,"Tomorrow the daily papers, all over England, would blazon out the news in staring headlines: ""MYSTERIOUS TRAGEDY IN ESSEX""",mnli,"I morgen vil dagsavisene, over hele England, blasonere ut nyhetene i stirrende overskrifter: ""MYSTERISK TRAGEDIE I ESSEX"""
159,Far back he saw a flash of black steel surrounded by the screams and howls of the demontouched Sticks.,mnli,Langt bak så han et glimt av svart stål omgitt av skrikene og hylene fra de montasjerte Sticks.
160,The Kal whirled and Adrin went skidding across the ground.,mnli,Kalen virvlet og Adrin skrennet over bakken.
161,Big Mama the frog lived with me for a few months. We put her in a large aquarium in the living room.,roc,Stor mamma frosken bodde hos meg i noen måneder.Vi satte henne i et stort akvarium i stuen.
162,"I had often before noticed that, if anything excited him, his eyes turned green like a cat's.",mnli,"Jeg hadde ofte før lagt merke til at hvis noe begeistret ham, ble øynene hans grønne som en katts."
163,"Then old Sather Karf was dashing out from under the cover of the building, brandishing a pole on which a drop of the sun-stuff was glowing.",mnli,"Da gikk gamle Sather Karf som strøk ut under dekselet til bygningen, og brennet en stolpe som en dråpe solfylten glødet."
164,Gary owned a bakery. He was known for his amazing donuts. He made dozens of them every morning. They always sold out by ten in the morning.,roc,Gary eide et bakeri.Han var kjent for sine fantastiske smultringer.Han laget dusinvis av dem hver morgen.De solgte alltid ut klokka ti om morgenen.
165,Tom had a fear of height.s. He tried to conquer it often. Tom went with friends to a waterfall. It was high and they all jumped off of it.,roc,Tom hadde høydeskrekk.s. Han prøvde å erobre den ofte. Tom dro med venner til en foss. Det var høyt og alle hoppet av det.
166,I have been concerned about my daughter's tablet use lately. She seems to always want to be on it. I have to start to limit her time.,roc,Jeg har vært bekymret for min datters nettbrettbruk i det siste. Det ser ut til at hun alltid vil være med. Jeg må begynne å begrense tiden hennes.
167,He wore golden armor dented and splashed with blood.,mnli,Han hadde på seg en gyllen rustning bulket og sprutet med blod.
168,"With his hands and feet bound, there was no way to land softly.",mnli,"Med hendene og føttene bundet, var det ingen måte å lande mykt."
169,I will make a father confessor of you.,mnli,Jeg vil gjøre deg til en far til skriftefar.
170,Miranda loved bracelet making. She loved it so much she decided to start her own business. When Miranda was done her first year she made one thousand.,roc,"Miranda elsket å lage armbånd. Hun elsket det så mye at hun bestemte seg for å starte sin egen bedrift. Da Miranda var ferdig med sitt første år, tjente hun tusen."
171,"When Jon came back from work, there was a man in his apartment. He didn't know him and asked him who he was.",roc,"Da Jon kom tilbake fra jobb, var det en mann i leiligheten hans. Han kjente ham ikke og spurte hvem han var."
172,Another knew all about dredging canals and the last one was an electronics engineer--a field in which Dave was far more competent.,mnli,"En annen visste alt om mudring av kanaler, og den siste var en elektronikkingeniør – et felt der Dave var langt mer kompetent."
173,Three hours was more than enough for Mr. Brown.,mnli,Tre timer var mer enn nok for Mr. Brown.
174,One day Susie realized she needed to wash her dog. Her dog didn't want to be washed. She had to struggle to get him to stand still.,roc,En dag skjønte Susie at hun trengte å vaske hunden sin. Hunden hennes ønsket ikke å bli vasket. Hun måtte slite for å få ham til å stå stille.
175,His first instinct was to flee but he found himself running to the man instead.,mnli,"Hans første instinkt var å flykte, men han løp til mannen i stedet."
176,"Nye came in, trailed by three of the other Rennie riders.",mnli,"Nye kom inn, trukket av tre av de andre Rennie -syklistene."
177,"Jack was excited to receive his new phone. He had ordered it the day it came out. When it got to his house, he rushed home.",roc,"Jack var spent på å motta sin nye telefon. Han hadde bestilt den dagen den kom ut. Da det kom til huset hans, skyndte han seg hjem."
178,Jimmy decided to cook tacos for his family. He bought all the ingredients. He started to cook the meat when he realized he forgot the seasoning.,roc,Jimmy bestemte seg for å lage taco til familien sin. Han kjøpte alle ingrediensene. Han begynte å tilberede kjøttet da han skjønte at han glemte krydderet.
179,Mr. Greuze took a little piece of paper from his pocket and consulted it.,mnli,Mr. Greuze tok et lite stykke papir fra lommen og konsulterte det.
180,"My boss called me to the office. He asked if I can work during the night shift. Since I really needed the money, I said yes.",roc,"Sjefen min kalte meg til kontoret. Han spurte om jeg kan jobbe på nattevakt. Siden jeg virkelig trengte pengene, sa jeg ja."
181,"Tom loved watching movies. Tom spent all of his free time at the movie theater. After high school, Tom decided to try to work in the film industry.",roc,Tom elsket å se filmer. Tom brukte all fritiden sin på kinoen. Etter videregående bestemte Tom seg for å prøve å jobbe i filmindustrien.
182,So either you're a hero or a monster.,mnli,Så enten er du en helt eller et monster.
183,"When she was little, she had a blue LED installed in her right eye for no particular reason.",mnli,Da hun var liten hadde hun en blå LED installert i høyre øye uten noen spesiell grunn.
184,Sammy was excited about the football game on television. Everyone in the office we're looking forward to the game. Sammy told his wife he was going to work late.,roc,Sammy var spent på fotballkampen på TV. Alle på kontoret gleder oss til kampen. Sammy fortalte kona at han skulle jobbe sent.
185,I heard from my neighbor that there was a bear in the neighborhood. I haven't been jogging for days because I'm afraid of the bear.,roc,Jeg hørte fra naboen min at det var en bjørn i nabolaget. Jeg har ikke jogget på flere dager fordi jeg er redd for bjørnen.
186,Mason had a hard time putting his 2 children to bed. Every night was World War 3 trying to get them into bed.,roc,Mason hadde vanskelig for å legge de to barna sine. Hver natt var 3. verdenskrig for å prøve å få dem til sengs.
